,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.049,0.0034,0.0021,0.0038,0.0,0.0037
Queens,0.0015,0.0089,0.0014,0.0025,0.0,0.0011
Bronx,0.0019,0.0028,0.014,0.0032,0.0,0.0014
Brooklyn,0.0026,0.0037,0.0023,0.0171,0.0,0.0011
Staten Island,0.0,0.0,0.0,0.0,0.0006,0.0001
