,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1094,0.0076,0.0047,0.0085,0.0,0.0083
Queens,0.003,0.0175,0.0027,0.0049,0.0,0.0021
Bronx,0.0027,0.0038,0.0191,0.0043,0.0,0.0019
Brooklyn,0.0047,0.0068,0.0042,0.0315,0.0,0.002
Staten Island,0.0001,0.0001,0.0001,0.0001,0.0016,0.0002
