,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.5045,0.0444,0.0377,0.0136,0.0,0.0383
Queens,0.0491,0.1361,0.0242,0.0087,0.0,0.0164
Bronx,0.0384,0.0223,0.1193,0.0068,0.0,0.0119
Brooklyn,0.0486,0.0282,0.024,0.2016,0.0,0.0126
Staten Island,0.0011,0.0006,0.0005,0.0002,0.0119,0.0018
