,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1502,0.0104,0.0064,0.0117,0.0,0.0114
Queens,0.004,0.0235,0.0036,0.0066,0.0,0.0028
Bronx,0.0032,0.0046,0.0228,0.0052,0.0,0.0023
Brooklyn,0.0063,0.0091,0.0056,0.0418,0.0,0.0026
Staten Island,0.0001,0.0001,0.0001,0.0001,0.0019,0.0003
