,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.2034,0.0141,0.0087,0.0159,0.0,0.0155
Queens,0.0056,0.0324,0.0049,0.0091,0.0,0.0039
Bronx,0.0043,0.0062,0.031,0.007,0.0,0.0031
Brooklyn,0.0088,0.0127,0.0078,0.0584,0.0,0.0036
Staten Island,0.0001,0.0002,0.0001,0.0002,0.0027,0.0004
