,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.031,0.0027,0.0023,0.0008,0.0,0.0024
Queens,0.0047,0.0129,0.0023,0.0008,0.0,0.0016
Bronx,0.0064,0.0037,0.0199,0.0011,0.0,0.002
Brooklyn,0.0042,0.0024,0.0021,0.0175,0.0,0.0011
Staten Island,0.0001,0.0,0.0,0.0,0.0007,0.0001
