,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1856,0.0128,0.0079,0.0145,0.0,0.0141
Queens,0.0044,0.0258,0.0039,0.0072,0.0,0.0031
Bronx,0.0037,0.0054,0.0268,0.0061,0.0,0.0027
Brooklyn,0.0071,0.0102,0.0063,0.0471,0.0,0.0029
Staten Island,0.0001,0.0001,0.0001,0.0001,0.002,0.0003
