,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0988,0.0087,0.0074,0.0027,0.0,0.0075
Queens,0.0155,0.0429,0.0077,0.0028,0.0,0.0052
Bronx,0.0139,0.0081,0.043,0.0025,0.0,0.0043
Brooklyn,0.0124,0.0072,0.0061,0.0513,0.0,0.0032
Staten Island,0.0002,0.0001,0.0001,0.0,0.0027,0.0004
