,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0961,0.0085,0.0072,0.0026,0.0,0.0073
Queens,0.0153,0.0423,0.0075,0.0027,0.0,0.0051
Bronx,0.0136,0.0079,0.0423,0.0024,0.0,0.0042
Brooklyn,0.0123,0.0072,0.0061,0.0511,0.0,0.0032
Staten Island,0.0002,0.0001,0.0001,0.0,0.0027,0.0004
