,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.4656,0.041,0.0348,0.0126,0.0,0.0354
Queens,0.0467,0.1294,0.023,0.0083,0.0,0.0156
Bronx,0.0367,0.0213,0.1139,0.0065,0.0,0.0114
Brooklyn,0.0456,0.0265,0.0225,0.1893,0.0,0.0118
Staten Island,0.0009,0.0005,0.0004,0.0002,0.01,0.0015
