,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1002,0.0088,0.0075,0.0027,0.0,0.0076
Queens,0.0153,0.0424,0.0076,0.0027,0.0,0.0051
Bronx,0.0137,0.008,0.0426,0.0024,0.0,0.0043
Brooklyn,0.0124,0.0072,0.0061,0.0515,0.0,0.0032
Staten Island,0.0002,0.0001,0.0001,0.0,0.0027,0.0004
