,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0663,0.0058,0.005,0.0018,0.0,0.005
Queens,0.0109,0.0302,0.0054,0.0019,0.0,0.0036
Bronx,0.0106,0.0061,0.0328,0.0019,0.0,0.0033
Brooklyn,0.0086,0.005,0.0042,0.0357,0.0,0.0022
Staten Island,0.0002,0.0001,0.0001,0.0,0.0018,0.0003
