,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7671,0.0531,0.0326,0.0599,0.0,0.0583
Queens,0.0113,0.0659,0.01,0.0184,0.0,0.0079
Bronx,0.009,0.013,0.0645,0.0146,0.0,0.0065
Brooklyn,0.0213,0.0307,0.0189,0.1417,0.0,0.0089
Staten Island,0.0004,0.0006,0.0004,0.0007,0.01,0.0015
