,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1496,0.0104,0.0064,0.0117,0.0,0.0114
Queens,0.0038,0.022,0.0033,0.0061,0.0,0.0027
Bronx,0.003,0.0043,0.0213,0.0048,0.0,0.0021
Brooklyn,0.006,0.0087,0.0053,0.04,0.0,0.0025
Staten Island,0.0001,0.0001,0.0001,0.0001,0.0021,0.0003
