,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0383,0.0034,0.0029,0.001,0.0,0.0029
Queens,0.0063,0.0173,0.0031,0.0011,0.0,0.0021
Bronx,0.0076,0.0044,0.0235,0.0013,0.0,0.0024
Brooklyn,0.0053,0.0031,0.0026,0.0218,0.0,0.0014
Staten Island,0.0001,0.0001,0.0,0.0,0.001,0.0001
