,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0263,0.0023,0.002,0.0007,0.0,0.002
Queens,0.0032,0.009,0.0016,0.0006,0.0,0.0011
Bronx,0.005,0.0029,0.0156,0.0009,0.0,0.0016
Brooklyn,0.0033,0.0019,0.0016,0.0137,0.0,0.0009
Staten Island,0.0,0.0,0.0,0.0,0.0005,0.0001
