,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1257,0.0087,0.0054,0.0098,0.0,0.0095
Queens,0.0033,0.0193,0.0029,0.0054,0.0,0.0023
Bronx,0.0028,0.0041,0.0202,0.0046,0.0,0.002
Brooklyn,0.0053,0.0076,0.0047,0.0352,0.0,0.0022
Staten Island,0.0001,0.0001,0.0001,0.0001,0.0017,0.0003
