,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0534,0.0037,0.0023,0.0042,0.0,0.0041
Queens,0.0016,0.0094,0.0014,0.0026,0.0,0.0011
Bronx,0.0019,0.0027,0.0136,0.0031,0.0,0.0014
Brooklyn,0.0026,0.0038,0.0023,0.0176,0.0,0.0011
Staten Island,0.0,0.0,0.0,0.0,0.0007,0.0001
