,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.4605,0.0406,0.0344,0.0124,0.0,0.035
Queens,0.0429,0.1188,0.0212,0.0076,0.0,0.0143
Bronx,0.0319,0.0185,0.0989,0.0057,0.0,0.0099
Brooklyn,0.0419,0.0243,0.0207,0.1737,0.0,0.0109
Staten Island,0.0009,0.0005,0.0004,0.0002,0.0095,0.0014
