,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0363,0.0032,0.0027,0.001,0.0,0.0028
Queens,0.0058,0.0161,0.0029,0.001,0.0,0.0019
Bronx,0.0073,0.0042,0.0227,0.0013,0.0,0.0023
Brooklyn,0.005,0.0029,0.0025,0.0206,0.0,0.0013
Staten Island,0.0001,0.0,0.0,0.0,0.0009,0.0001
