,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.5041,0.0444,0.0377,0.0136,0.0,0.0383
Queens,0.0492,0.1363,0.0243,0.0088,0.0,0.0165
Bronx,0.0387,0.0225,0.1201,0.0069,0.0,0.012
Brooklyn,0.049,0.0285,0.0242,0.2033,0.0,0.0127
Staten Island,0.001,0.0006,0.0005,0.0002,0.0115,0.0017
