,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7689,0.0532,0.0327,0.06,0.0,0.0584
Queens,0.0118,0.0688,0.0105,0.0192,0.0,0.0083
Bronx,0.0092,0.0132,0.0659,0.0149,0.0,0.0066
Brooklyn,0.022,0.0318,0.0195,0.1467,0.0,0.0092
Staten Island,0.0004,0.0006,0.0004,0.0006,0.0096,0.0014
