,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0371,0.0026,0.0016,0.0029,0.0,0.0028
Queens,0.0011,0.0062,0.0009,0.0017,0.0,0.0008
Bronx,0.0014,0.002,0.0099,0.0023,0.0,0.001
Brooklyn,0.0018,0.0026,0.0016,0.0121,0.0,0.0008
Staten Island,0.0,0.0,0.0,0.0,0.0005,0.0001
