,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0407,0.0036,0.003,0.0011,0.0,0.0031
Queens,0.0066,0.0184,0.0033,0.0012,0.0,0.0022
Bronx,0.0075,0.0044,0.0233,0.0013,0.0,0.0023
Brooklyn,0.0055,0.0032,0.0027,0.0228,0.0,0.0014
Staten Island,0.0001,0.0001,0.0001,0.0,0.0012,0.0002
