,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0814,0.0072,0.0061,0.0022,0.0,0.0062
Queens,0.0129,0.0357,0.0064,0.0023,0.0,0.0043
Bronx,0.0113,0.0066,0.0351,0.002,0.0,0.0035
Brooklyn,0.0102,0.0059,0.005,0.0422,0.0,0.0026
Staten Island,0.0002,0.0001,0.0001,0.0,0.0022,0.0003
