,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7784,0.0539,0.0331,0.0608,0.0,0.0591
Queens,0.0115,0.0669,0.0102,0.0187,0.0,0.0081
Bronx,0.0088,0.0127,0.0634,0.0144,0.0,0.0063
Brooklyn,0.0214,0.031,0.0191,0.143,0.0,0.0089
Staten Island,0.0004,0.0006,0.0004,0.0007,0.0103,0.0015
