,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7991,0.0553,0.034,0.0624,0.0,0.0607
Queens,0.0117,0.0684,0.0104,0.0191,0.0,0.0083
Bronx,0.0092,0.0134,0.0664,0.0151,0.0,0.0066
Brooklyn,0.0223,0.0322,0.0198,0.1485,0.0,0.0093
Staten Island,0.0004,0.0006,0.0004,0.0007,0.0102,0.0015
