,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1209,0.0084,0.0051,0.0094,0.0,0.0092
Queens,0.0028,0.0161,0.0024,0.0045,0.0,0.0019
Bronx,0.0022,0.0032,0.016,0.0036,0.0,0.0016
Brooklyn,0.0041,0.006,0.0037,0.0277,0.0,0.0017
Staten Island,0.0,0.0,0.0,0.0,0.0003,0.0
