,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.4926,0.0434,0.0368,0.0133,0.0,0.0374
Queens,0.0477,0.1321,0.0235,0.0085,0.0,0.0159
Bronx,0.0367,0.0213,0.1138,0.0065,0.0,0.0114
Brooklyn,0.0471,0.0274,0.0233,0.1956,0.0,0.0122
Staten Island,0.001,0.0006,0.0005,0.0002,0.0113,0.0017
