,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1257,0.0111,0.0094,0.0034,0.0,0.0095
Queens,0.0186,0.0515,0.0092,0.0033,0.0,0.0062
Bronx,0.0157,0.0091,0.0488,0.0028,0.0,0.0049
Brooklyn,0.0149,0.0087,0.0074,0.0619,0.0,0.0039
Staten Island,0.0003,0.0002,0.0001,0.0,0.0031,0.0005
