,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1845,0.0163,0.0138,0.005,0.0,0.014
Queens,0.0138,0.0381,0.0068,0.0025,0.0,0.0046
Bronx,0.0101,0.0059,0.0314,0.0018,0.0,0.0031
Brooklyn,0.0146,0.0085,0.0072,0.0608,0.0,0.0038
Staten Island,0.0002,0.0001,0.0001,0.0,0.0021,0.0003
