,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.2035,0.0141,0.0087,0.0159,0.0,0.0155
Queens,0.0053,0.031,0.0047,0.0087,0.0,0.0037
Bronx,0.0043,0.0062,0.0307,0.007,0.0,0.0031
Brooklyn,0.0082,0.0118,0.0072,0.0543,0.0,0.0034
Staten Island,0.0001,0.0002,0.0001,0.0002,0.0028,0.0004
