,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.074,0.0065,0.0055,0.002,0.0,0.0056
Queens,0.0127,0.0352,0.0063,0.0023,0.0,0.0043
Bronx,0.0114,0.0066,0.0355,0.002,0.0,0.0035
Brooklyn,0.01,0.0058,0.0049,0.0413,0.0,0.0026
Staten Island,0.0002,0.0001,0.0001,0.0,0.0019,0.0003
