,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7778,0.0538,0.0331,0.0607,0.0,0.0591
Queens,0.0112,0.0654,0.01,0.0183,0.0,0.0079
Bronx,0.0086,0.0125,0.0622,0.0141,0.0,0.0062
Brooklyn,0.0212,0.0307,0.0189,0.1416,0.0,0.0088
Staten Island,0.0004,0.0006,0.0004,0.0007,0.0102,0.0015
