,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0676,0.006,0.0051,0.0018,0.0,0.0051
Queens,0.0113,0.0312,0.0056,0.002,0.0,0.0038
Bronx,0.0104,0.0061,0.0324,0.0019,0.0,0.0032
Brooklyn,0.0087,0.0051,0.0043,0.0362,0.0,0.0023
Staten Island,0.0002,0.0001,0.0001,0.0,0.0018,0.0003
