,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1959,0.0136,0.0083,0.0153,0.0,0.0149
Queens,0.0051,0.0296,0.0045,0.0083,0.0,0.0036
Bronx,0.0039,0.0057,0.0283,0.0064,0.0,0.0028
Brooklyn,0.0079,0.0114,0.007,0.0524,0.0,0.0033
Staten Island,0.0001,0.0002,0.0001,0.0002,0.0028,0.0004
