,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0618,0.0054,0.0046,0.0017,0.0,0.0047
Queens,0.0102,0.0282,0.005,0.0018,0.0,0.0034
Bronx,0.01,0.0058,0.0309,0.0018,0.0,0.0031
Brooklyn,0.008,0.0047,0.004,0.0334,0.0,0.0021
Staten Island,0.0002,0.0001,0.0001,0.0,0.0017,0.0003
