,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7817,0.0541,0.0333,0.061,0.0,0.0594
Queens,0.0116,0.0675,0.0103,0.0189,0.0,0.0081
Bronx,0.0092,0.0133,0.0663,0.015,0.0,0.0066
Brooklyn,0.0219,0.0316,0.0194,0.1459,0.0,0.0091
Staten Island,0.0004,0.0006,0.0004,0.0007,0.0106,0.0016
