,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.078,0.0054,0.0033,0.0061,0.0,0.0059
Queens,0.0022,0.0129,0.002,0.0036,0.0,0.0016
Bronx,0.0022,0.0032,0.0158,0.0036,0.0,0.0016
Brooklyn,0.0036,0.0052,0.0032,0.024,0.0,0.0015
Staten Island,0.0,0.0001,0.0,0.0001,0.001,0.0001
