,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1,0.0088,0.0075,0.0027,0.0,0.0076
Queens,0.014,0.0387,0.0069,0.0025,0.0,0.0047
Bronx,0.0119,0.0069,0.037,0.0021,0.0,0.0037
Brooklyn,0.0114,0.0066,0.0056,0.0473,0.0,0.003
Staten Island,0.0002,0.0001,0.0001,0.0,0.0021,0.0003
