,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.4936,0.0435,0.0369,0.0133,0.0,0.0375
Queens,0.0473,0.131,0.0233,0.0084,0.0,0.0158
Bronx,0.037,0.0215,0.1149,0.0066,0.0,0.0115
Brooklyn,0.047,0.0273,0.0232,0.1951,0.0,0.0122
Staten Island,0.001,0.0006,0.0005,0.0002,0.0105,0.0016
