,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.2195,0.0152,0.0093,0.0171,0.0,0.0167
Queens,0.0057,0.0335,0.0051,0.0094,0.0,0.004
Bronx,0.0046,0.0067,0.0332,0.0075,0.0,0.0033
Brooklyn,0.0092,0.0133,0.0081,0.0612,0.0,0.0038
Staten Island,0.0001,0.0002,0.0001,0.0002,0.0028,0.0004
