,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7286,0.0504,0.031,0.0569,0.0,0.0553
Queens,0.0112,0.0652,0.0099,0.0182,0.0,0.0079
Bronx,0.0081,0.0117,0.0581,0.0132,0.0,0.0058
Brooklyn,0.0203,0.0294,0.018,0.1354,0.0,0.0085
Staten Island,0.0003,0.0005,0.0003,0.0006,0.0083,0.0012
