,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0469,0.0032,0.002,0.0037,0.0,0.0036
Queens,0.0014,0.0084,0.0013,0.0024,0.0,0.001
Bronx,0.0018,0.0026,0.013,0.003,0.0,0.0013
Brooklyn,0.0024,0.0035,0.0022,0.0163,0.0,0.001
Staten Island,0.0,0.0,0.0,0.0,0.0006,0.0001
