,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0315,0.0028,0.0024,0.0008,0.0,0.0024
Queens,0.004,0.011,0.002,0.0007,0.0,0.0013
Bronx,0.006,0.0035,0.0187,0.0011,0.0,0.0019
Brooklyn,0.004,0.0023,0.002,0.0167,0.0,0.001
Staten Island,0.0001,0.0,0.0,0.0,0.0008,0.0001
