,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0414,0.0036,0.0031,0.0011,0.0,0.0031
Queens,0.0062,0.0173,0.0031,0.0011,0.0,0.0021
Bronx,0.0062,0.0036,0.0191,0.0011,0.0,0.0019
Brooklyn,0.0053,0.0031,0.0026,0.0221,0.0,0.0014
Staten Island,0.0001,0.0,0.0,0.0,0.0008,0.0001
