,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1277,0.0113,0.0096,0.0034,0.0,0.0097
Queens,0.0186,0.0514,0.0092,0.0033,0.0,0.0062
Bronx,0.016,0.0093,0.0497,0.0028,0.0,0.005
Brooklyn,0.0151,0.0088,0.0075,0.0628,0.0,0.0039
Staten Island,0.0003,0.0002,0.0001,0.0001,0.0031,0.0005
