,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0496,0.0034,0.0021,0.0039,0.0,0.0038
Queens,0.0018,0.0103,0.0016,0.0029,0.0,0.0012
Bronx,0.0017,0.0025,0.0123,0.0028,0.0,0.0012
Brooklyn,0.0025,0.0036,0.0022,0.0164,0.0,0.001
Staten Island,0.0,0.0,0.0,0.0,0.0004,0.0001
