,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1162,0.0102,0.0087,0.0031,0.0,0.0088
Queens,0.0171,0.0473,0.0084,0.003,0.0,0.0057
Bronx,0.0142,0.0082,0.044,0.0025,0.0,0.0044
Brooklyn,0.0135,0.0078,0.0067,0.056,0.0,0.0035
Staten Island,0.0003,0.0001,0.0001,0.0,0.0028,0.0004
