,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0597,0.0041,0.0025,0.0047,0.0,0.0045
Queens,0.0019,0.0109,0.0017,0.003,0.0,0.0013
Bronx,0.0021,0.003,0.0149,0.0034,0.0,0.0015
Brooklyn,0.003,0.0044,0.0027,0.0201,0.0,0.0013
Staten Island,0.0,0.0,0.0,0.0,0.0007,0.0001
