,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1109,0.0098,0.0083,0.003,0.0,0.0084
Queens,0.0157,0.0434,0.0077,0.0028,0.0,0.0052
Bronx,0.013,0.0076,0.0405,0.0023,0.0,0.004
Brooklyn,0.0123,0.0071,0.0061,0.051,0.0,0.0032
Staten Island,0.0002,0.0001,0.0001,0.0,0.0025,0.0004
