,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0917,0.0081,0.0069,0.0025,0.0,0.007
Queens,0.0148,0.041,0.0073,0.0026,0.0,0.0049
Bronx,0.013,0.0075,0.0403,0.0023,0.0,0.004
Brooklyn,0.0118,0.0068,0.0058,0.0488,0.0,0.0031
Staten Island,0.0002,0.0001,0.0001,0.0,0.0025,0.0004
