,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1038,0.0091,0.0078,0.0028,0.0,0.0079
Queens,0.0157,0.0435,0.0077,0.0028,0.0,0.0052
Bronx,0.0144,0.0083,0.0446,0.0026,0.0,0.0045
Brooklyn,0.0132,0.0076,0.0065,0.0546,0.0,0.0034
Staten Island,0.0003,0.0002,0.0001,0.0,0.003,0.0004
