,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1564,0.0108,0.0067,0.0122,0.0,0.0119
Queens,0.004,0.0235,0.0036,0.0066,0.0,0.0028
Bronx,0.0029,0.0042,0.0211,0.0048,0.0,0.0021
Brooklyn,0.0062,0.0089,0.0055,0.0411,0.0,0.0026
Staten Island,0.0001,0.0001,0.0001,0.0001,0.0022,0.0003
