,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.167,0.0116,0.0071,0.013,0.0,0.0127
Queens,0.0045,0.0262,0.004,0.0073,0.0,0.0032
Bronx,0.0033,0.0047,0.0234,0.0053,0.0,0.0023
Brooklyn,0.0069,0.01,0.0062,0.0463,0.0,0.0029
Staten Island,0.0001,0.0001,0.0001,0.0001,0.0022,0.0003
