,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0939,0.0083,0.007,0.0025,0.0,0.0071
Queens,0.0148,0.0411,0.0073,0.0026,0.0,0.005
Bronx,0.0133,0.0077,0.0413,0.0024,0.0,0.0041
Brooklyn,0.0118,0.0069,0.0058,0.049,0.0,0.0031
Staten Island,0.0002,0.0001,0.0001,0.0,0.0027,0.0004
