,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0723,0.0064,0.0054,0.002,0.0,0.0055
Queens,0.0119,0.0329,0.0059,0.0021,0.0,0.004
Bronx,0.011,0.0064,0.0343,0.002,0.0,0.0034
Brooklyn,0.0093,0.0054,0.0046,0.0387,0.0,0.0024
Staten Island,0.0002,0.0001,0.0001,0.0,0.0021,0.0003
