,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.047,0.0041,0.0035,0.0013,0.0,0.0036
Queens,0.0079,0.0219,0.0039,0.0014,0.0,0.0026
Bronx,0.0086,0.005,0.0267,0.0015,0.0,0.0027
Brooklyn,0.0063,0.0037,0.0031,0.0261,0.0,0.0016
Staten Island,0.0001,0.0001,0.0001,0.0,0.0013,0.0002
