,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.7822,0.0541,0.0333,0.0611,0.0,0.0594
Queens,0.0116,0.0678,0.0103,0.0189,0.0,0.0082
Bronx,0.0091,0.0132,0.0655,0.0148,0.0,0.0066
Brooklyn,0.0219,0.0316,0.0194,0.1458,0.0,0.0091
Staten Island,0.0004,0.0006,0.0004,0.0007,0.0101,0.0015
