,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0493,0.0034,0.0021,0.0038,0.0,0.0037
Queens,0.0015,0.0087,0.0013,0.0024,0.0,0.001
Bronx,0.0019,0.0027,0.0136,0.0031,0.0,0.0014
Brooklyn,0.0025,0.0036,0.0022,0.0165,0.0,0.001
Staten Island,0.0,0.0,0.0,0.0,0.0006,0.0001
