,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.0302,0.0027,0.0023,0.0008,0.0,0.0023
Queens,0.0043,0.0119,0.0021,0.0008,0.0,0.0014
Bronx,0.0062,0.0036,0.0191,0.0011,0.0,0.0019
Brooklyn,0.0041,0.0024,0.002,0.0169,0.0,0.0011
Staten Island,0.0001,0.0,0.0,0.0,0.0007,0.0001
