,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.1267,0.0112,0.0095,0.0034,0.0,0.0096
Queens,0.0186,0.0516,0.0092,0.0033,0.0,0.0062
Bronx,0.0159,0.0093,0.0495,0.0028,0.0,0.0049
Brooklyn,0.015,0.0087,0.0074,0.0624,0.0,0.0039
Staten Island,0.0003,0.0002,0.0002,0.0001,0.0034,0.0005
