,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.033,0.0029,0.0025,0.0009,0.0,0.0025
Queens,0.0042,0.0117,0.0021,0.0008,0.0,0.0014
Bronx,0.0064,0.0037,0.0199,0.0011,0.0,0.002
Brooklyn,0.0043,0.0025,0.0021,0.0178,0.0,0.0011
Staten Island,0.0001,0.0,0.0,0.0,0.0008,0.0001
