,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,0.5056,0.0445,0.0378,0.0136,0.0,0.0384
Queens,0.0491,0.136,0.0242,0.0087,0.0,0.0164
Bronx,0.0383,0.0222,0.1188,0.0068,0.0,0.0119
Brooklyn,0.0488,0.0283,0.0241,0.2023,0.0,0.0126
Staten Island,0.001,0.0006,0.0005,0.0002,0.0115,0.0017
